Episode;Steps;TotalReward;Epsilon
2004;531;-309,75;0,2460
2005;600;-114,85;0,2458
2006;600;-131,70;0,2456
2007;600;-95,45;0,2454
2008;600;-94,00;0,2453
2009;268;-237,12;0,2451
2010;45;-205,34;0,2449
2011;230;-242,74;0,2448
2012;322;-251,46;0,2446
2013;600;-148,55;0,2444
2014;405;-289,84;0,2442
2015;22;-204,41;0,2441
2016;457;-250,71;0,2439
2017;383;-301,32;0,2437
2018;186;-214,45;0,2436
2019;62;-191,36;0,2434
2020;600;-137,05;0,2432
2021;4;-202,43;0,2430
2022;114;-225,98;0,2429
2023;258;-223,82;0,2427
2024;600;-149,25;0,2425
2025;466;109,15;0,2424
2026;173;-207,07;0,2422
2027;197;-200,16;0,2420
2028;600;-53,35;0,2419
2029;232;-218,51;0,2417
2030;341;162,70;0,2415
2031;63;-203,17;0,2414
2032;40;-203,24;0,2412
2033;356;-280,05;0,2410
2034;414;-280,18;0,2408
2035;111;-205,95;0,2407
2036;600;-81,45;0,2405
2037;600;-107,20;0,2403
2038;600;-97,40;0,2402
2039;189;-230,18;0,2400
2040;600;-119,50;0,2398
2041;162;-212,01;0,2397
2042;211;188,50;0,2395
2043;280;168,56;0,2393
2044;220;-202,89;0,2392
2045;392;164,24;0,2390
2046;327;-245,01;0,2388
2047;121;165,85;0,2387
2048;93;-207,17;0,2385
2049;600;-94,35;0,2383
2050;152;202,09;0,2382
2051;227;-208,26;0,2380
2052;98;217,03;0,2378
2053;325;195,46;0,2377
2054;274;-242,53;0,2375
2055;365;131,71;0,2373
2056;148;197,53;0,2372
2057;175;198,56;0,2370
2058;19;-203,78;0,2368
2059;455;142,06;0,2367
2060;600;-76,40;0,2365
2061;39;-199,88;0,2363
2062;25;226,76;0,2362
2063;83;242,43;0,2360
2064;111;-205,10;0,2358
2065;72;-204,76;0,2357
2066;453;-282,32;0,2355
2067;552;-261,61;0,2353
2068;37;-178,91;0,2352
2069;347;188,24;0,2350
2070;90;-196,84;0,2349
2071;52;217,34;0,2347
2072;51;-208,05;0,2345
2073;343;-249,57;0,2344
2074;106;-192,10;0,2342
2075;341;-261,90;0,2340
2076;35;-200,54;0,2339
2077;207;-215,01;0,2337
2078;388;-255,67;0,2335
2079;151;207,55;0,2334
2080;600;-102,80;0,2332
2081;600;-43,45;0,2330
2082;536;-227,40;0,2329
2083;146;-200,90;0,2327
2084;160;187,76;0,2326
2085;600;-85,05;0,2324
2086;332;197,14;0,2322
2087;229;236,57;0,2321
2088;474;184,67;0,2319
2089;600;-98,00;0,2317
2090;600;-118,40;0,2316
2091;464;109,82;0,2314
2092;269;154,27;0,2313
2093;218;191,23;0,2311
2094;112;-208,46;0,2309
2095;360;225,26;0,2308
2096;145;209,41;0,2306
2097;600;-110,40;0,2305
2098;600;-109,40;0,2303
2099;7;-203,06;0,2301
2100;2;199,94;0,2300
2101;302;-243,31;0,2298
2102;600;-111,60;0,2296
2103;349;-268,18;0,2295
2104;403;-288,17;0,2293
2105;590;-298,49;0,2292
2106;260;-214,49;0,2290
2107;600;-96,95;0,2288
2108;304;201,67;0,2287
2109;359;-228,18;0,2285
2110;116;219,60;0,2284
2111;600;-95,75;0,2282
2112;209;221,62;0,2280
2113;180;188,16;0,2279
2114;397;-234,61;0,2277
2115;337;-225,71;0,2276
2116;100;-184,29;0,2274
2117;211;-205,25;0,2272
2118;338;-260,42;0,2271
2119;60;-199,24;0,2269
2120;600;-90,25;0,2268
2121;257;163,19;0,2266
2122;390;-236,64;0,2265
2123;119;-184,58;0,2263
2124;296;209,15;0,2261
2125;86;-192,75;0,2260
2126;275;-220,04;0,2258
2127;475;-266,34;0,2257
2128;189;-212,73;0,2255
2129;340;-248,39;0,2253
2130;114;223,42;0,2252
2131;86;-149,50;0,2250
2132;105;232,71;0,2249
2133;375;-270,84;0,2247
2134;209;196,12;0,2246
2135;40;204,81;0,2244
2136;172;-249,11;0,2242
2137;86;221,30;0,2241
2138;552;134,39;0,2239
2139;199;-224,58;0,2238
2140;600;-105,30;0,2236
2141;600;-106,65;0,2235
2142;2;-200,51;0,2233
2143;600;-83,10;0,2231
2144;600;-115,10;0,2230
2145;131;180,20;0,2228
2146;600;-144,85;0,2227
2147;600;-115,35;0,2225
2148;335;177,91;0,2224
2149;192;180,54;0,2222
2150;4;-202,43;0,2221
2151;258;-257,17;0,2219
2152;546;-287,45;0,2217
2153;378;-241,42;0,2216
2154;99;234,27;0,2214
2155;4;-202,43;0,2213
2156;600;-72,25;0,2211
2157;600;-81,05;0,2210
2158;45;238,71;0,2208
2159;110;205,76;0,2207
2160;600;-69,25;0,2205
2161;600;-79,15;0,2204
2162;26;-201,60;0,2202
2163;175;-198,19;0,2200
2164;600;-72,45;0,2199
2165;600;-151,75;0,2197
2166;282;-249,91;0,2196
2167;600;-122,25;0,2194
2168;600;-155,20;0,2193
2169;436;-277,30;0,2191
2170;531;103,90;0,2190
2171;78;-203,67;0,2188
2172;600;-201,55;0,2187
2173;477;-328,91;0,2185
2174;411;-287,20;0,2184
2175;416;-271,90;0,2182
2176;600;-109,45;0,2181
2177;446;143,20;0,2179
2178;600;-113,30;0,2177
2179;2;-200,06;0,2176
2180;185;-244,29;0,2174
2181;305;178,11;0,2173
2182;350;184,21;0,2171
2183;136;-209,75;0,2170
2184;600;-142,10;0,2168
2185;547;-314,66;0,2167
2186;352;-239,36;0,2165
2187;600;-134,15;0,2164
2188;586;-292,00;0,2162
2189;374;151,82;0,2161
2190;501;-297,00;0,2159
2191;600;-155,25;0,2158
2192;600;-121,90;0,2156
2193;2;-200,06;0,2155
2194;599;122,67;0,2153
2195;600;-65,90;0,2152
2196;600;-118,75;0,2150
2197;576;108,50;0,2149
2198;74;186,82;0,2147
2199;600;-98,75;0,2146
2200;600;-90,00;0,2144
2201;535;-273,24;0,2143
2202;102;-171,96;0,2141
2203;486;-291,80;0,2140
2204;557;54,29;0,2138
2205;268;-240,07;0,2137
2206;600;-156,15;0,2135
2207;362;123,74;0,2134
2208;92;206,04;0,2132
2209;600;-107,50;0,2131
2210;212;220,19;0,2129
2211;148;186,58;0,2128
2212;257;209,59;0,2126
2213;143;-213,42;0,2125
2214;600;-110,75;0,2123
2215;319;-254,48;0,2122
2216;600;-139,40;0,2120
2217;473;134,53;0,2119
2218;600;-179,85;0,2117
2219;295;-271,34;0,2116
2220;600;-159,55;0,2114
2221;437;117,59;0,2113
2222;600;-149,25;0,2111
2223;103;-202,32;0,2110
2224;600;-152,85;0,2108
2225;273;183,08;0,2107
2226;540;114,66;0,2105
2227;385;155,51;0,2104
2228;136;230,00;0,2103
2229;600;-127,35;0,2101
2230;600;-55,70;0,2100
2231;600;-54,85;0,2098
2232;29;-205,28;0,2097
2233;181;-208,20;0,2095
2234;4;-202,43;0,2094
2235;331;171,60;0,2092
2236;600;-82,35;0,2091
2237;488;177,38;0,2089
2238;323;175,38;0,2088
2239;600;-88,70;0,2086
2240;409;-250,18;0,2085
2241;18;-204,17;0,2083
2242;195;-216,59;0,2082
2243;600;-154,95;0,2081
2244;600;-70,50;0,2079
2245;154;-205,83;0,2078
2246;600;-92,20;0,2076
2247;119;238,27;0,2075
2248;534;-314,73;0,2073
2249;600;-121,75;0,2072
2250;26;-207,95;0,2070
2251;37;-207,56;0,2069
2252;508;-293,07;0,2067
2253;600;-175,70;0,2066
2254;600;-122,55;0,2065
2255;600;-123,70;0,2063
2256;2;-200,51;0,2062
2257;600;-112,90;0,2060
2258;595;-336,39;0,2059
2259;180;-244,44;0,2057
2260;280;-300,04;0,2056
2261;530;-333,99;0,2055
2262;600;-129,40;0,2053
2263;256;-267,90;0,2052
2264;196;220,30;0,2050
2265;85;-192,69;0,2049
2266;600;-86,00;0,2047
2267;600;-100,75;0,2046
2268;287;-242,81;0,2044
2269;600;-136,75;0,2043
2270;403;-270,57;0,2042
2271;600;-90,10;0,2040
2272;199;221,92;0,2039
2273;308;-222,32;0,2037
2274;26;-203,75;0,2036
2275;24;-203,63;0,2034
2276;22;-205,31;0,2033
2277;600;-92,10;0,2032
2278;147;221,49;0,2030
2279;30;-205,79;0,2029
2280;23;208,38;0,2027
2281;600;-78,75;0,2026
2282;288;182,88;0,2025
2283;201;-230,15;0,2023
2284;600;-95,60;0,2022
2285;600;-94,60;0,2020
2286;245;-213,69;0,2019
2287;600;-73,75;0,2017
2288;529;134,87;0,2016
2289;600;-58,30;0,2015
2290;453;-277,02;0,2013
2291;600;-102,80;0,2012
2292;600;-42,80;0,2010
2293;600;-98,30;0,2009
2294;544;151,67;0,2008
2295;600;-91,30;0,2006
2296;600;-89,25;0,2005
2297;516;-288,80;0,2003
2298;159;187,52;0,2002
2299;296;158,55;0,2001
2300;387;-253,41;0,1999
2301;600;-56,45;0,1998
2302;307;179,49;0,1996
2303;109;-194,18;0,1995
2304;438;136,98;0,1994
2305;8;-202,67;0,1992
2306;600;-106,45;0,1991
2307;334;170,47;0,1989
2308;575;-278,09;0,1988
2309;600;-55,95;0,1987
2310;522;119,14;0,1985
2311;600;-61,75;0,1984
2312;600;-120,30;0,1982
2313;600;-128,90;0,1981
2314;600;-97,75;0,1980
2315;600;-93,15;0,1978
2316;552;91,74;0,1977
2317;600;-89,15;0,1976
2318;330;-243,14;0,1974
2319;600;-103,60;0,1973
2320;420;-277,79;0,1971
2321;600;-90,70;0,1970
2322;34;-206,03;0,1969
2323;121;174,65;0,1967
2324;470;-272,54;0,1966
2325;376;-288,10;0,1964
2326;392;-274,01;0,1963
2327;300;157,96;0,1962
2328;600;-86,35;0,1960
2329;575;115,51;0,1959
2330;81;209,30;0,1958
2331;600;-85,15;0,1956
2332;504;154,32;0,1955
2333;543;-278,22;0,1953
2334;600;-112,40;0,1952
2335;456;170,30;0,1951
2336;600;-45,50;0,1949
2337;600;-66,55;0,1948
2338;403;-221,52;0,1947
2339;600;-48,90;0,1945
2340;135;-206,74;0,1944
2341;600;-63,70;0,1943
2342;600;-11,05;0,1941
2343;500;-246,79;0,1940
2344;600;-100,75;0,1939
2345;483;-239,72;0,1937
2346;600;-103,15;0,1936
2347;2;-200,06;0,1934
2348;600;-102,25;0,1933
2349;600;-91,65;0,1932
2350;600;-76,30;0,1930
2351;600;-67,25;0,1929
2352;600;-84,80;0,1928
2353;42;-194,31;0,1926
2354;465;-248,44;0,1925
2355;362;-236,91;0,1924
2356;520;100,91;0,1922
2357;600;-98,35;0,1921
2358;279;116,27;0,1920
2359;4;-202,43;0,1918
2360;600;-12,30;0,1917
2361;78;209,33;0,1916
2362;192;-235,16;0,1914
2363;600;-113,60;0,1913
2364;68;193,58;0,1912
2365;121;-190,10;0,1910
2366;367;143,29;0,1909
2367;600;-67,65;0,1908
2368;455;202,96;0,1906
2369;76;-172,25;0,1905
2370;245;201,61;0,1904
2371;159;-163,68;0,1902
2372;560;-252,69;0,1901
2373;131;219,10;0,1900
2374;290;-200,64;0,1898
2375;338;230,93;0,1897
2376;465;-267,59;0,1896
2377;429;-234,43;0,1894
2378;600;-68,45;0,1893
2379;284;213,07;0,1892
2380;308;-214,12;0,1890
2381;192;-214,26;0,1889
2382;600;-79,00;0,1888
2383;600;-96,85;0,1886
2384;159;-222,93;0,1885
2385;507;206,09;0,1884
2386;159;208,02;0,1882
2387;600;-34,35;0,1881
2388;600;-68,20;0,1880
2389;404;159,22;0,1878
2390;600;-106,50;0,1877
2391;558;-303,22;0,1876
2392;110;195,36;0,1874
2393;296;-224,55;0,1873
2394;600;-94,05;0,1872
2395;2;-200,06;0,1870
2396;312;-234,01;0,1869
2397;250;-219,99;0,1868
2398;262;151,24;0,1867
2399;600;-105,35;0,1865
2400;23;-204,02;0,1864
2401;600;-76,25;0,1863
2402;600;-113,90;0,1861
2403;600;-112,40;0,1860
2404;83;217,18;0,1859
2405;355;185,76;0,1857
2406;600;-99,45;0,1856
2407;78;-214,07;0,1855
2408;600;-63,80;0,1854
2409;600;-80,35;0,1852
2410;428;163,38;0,1851
2411;600;-86,75;0,1850
2412;600;-102,25;0,1848
2413;469;148,12;0,1847
2414;600;-70,15;0,1846
2415;33;-204,62;0,1844
2416;566;-264,20;0,1843
2417;400;-211,19;0,1842
2418;420;176,61;0,1841
2419;600;-96,95;0,1839
2420;260;-197,89;0,1838
2421;507;173,29;0,1837
2422;456;-248,80;0,1835
2423;269;-225,88;0,1834
2424;600;-58,35;0,1833
2425;600;-69,35;0,1832
2426;326;192,35;0,1830
2427;364;214,82;0,1829
2428;600;-70,80;0,1828
2429;434;-238,53;0,1826
2430;274;179,62;0,1825
2431;404;159,02;0,1824
2432;54;222,52;0,1823
2433;267;-206,56;0,1821
2434;384;-261,13;0,1820
2435;600;-18,85;0,1819
2436;600;-51,40;0,1818
2437;600;-85,00;0,1816
2438;600;-133,90;0,1815
2439;600;-79,20;0,1814
2440;426;204,60;0,1812
2441;600;-70,15;0,1811
2442;591;-264,20;0,1810
2443;293;164,88;0,1809
2444;273;-227,82;0,1807
2445;526;145,50;0,1806
2446;167;182,09;0,1805
2447;395;155,76;0,1804
2448;335;182,01;0,1802
2449;108;-204,07;0,1801
2450;557;-267,26;0,1800
2451;600;-54,35;0,1799
2452;406;150,35;0,1797
2453;484;179,62;0,1796
2454;438;217,63;0,1795
2455;600;-72,15;0,1794
2456;600;-71,35;0,1792
2457;600;-49,30;0,1791
2458;600;-43,60;0,1790
2459;600;-91,00;0,1789
2460;167;264,09;0,1787
2461;410;-223,49;0,1786
2462;600;-17,25;0,1785
2463;236;195,00;0,1784
2464;105;221,21;0,1782
2465;299;-187,53;0,1781
2466;600;-10,95;0,1780
2467;551;224,30;0,1779
2468;103;-210,57;0,1777
2469;414;-252,03;0,1776
2470;50;187,81;0,1775
2471;239;-224,08;0,1774
2472;18;-204,17;0,1772
2473;305;190,81;0,1771
2474;547;-241,76;0,1770
2475;370;-223,49;0,1769
2476;6;-202,55;0,1767
2477;600;-82,90;0,1766
2478;67;251,09;0,1765
2479;600;-25,80;0,1764
2480;175;-228,14;0,1762
2481;600;-40,75;0,1761
2482;464;145,07;0,1760
2483;519;-254,33;0,1759
2484;329;169,57;0,1757
2485;471;177,90;0,1756
2486;150;-220,59;0,1755
2487;63;229,53;0,1754
2488;209;-227,88;0,1753
2489;600;-69,00;0,1751
2490;2;-200,06;0,1750
2491;425;157,71;0,1749
2492;209;-222,08;0,1748
2493;80;192,01;0,1746
2494;401;-267,10;0,1745
2495;154;-195,78;0,1744
2496;600;-114,90;0,1743
2497;334;-256,03;0,1742
2498;600;-98,05;0,1740
2499;600;-88,00;0,1739
2500;370;124,71;0,1738
2501;600;-85,95;0,1737
2502;313;189,18;0,1735
2503;264;167,92;0,1734
2504;365;-271,24;0,1733
2505;131;-210,20;0,1732
2506;160;-216,94;0,1731
2507;339;-249,48;0,1729
2508;600;-134,65;0,1728
2509;4;-202,43;0,1727
2510;600;-103,55;0,1726
2511;119;-196,23;0,1725
2512;217;188,24;0,1723
2513;315;-251,44;0,1722
2514;200;-252,39;0,1721
2515;248;-207,27;0,1720
2516;120;209,56;0,1719
2517;231;183,40;0,1717
2518;342;-291,61;0,1716
2519;115;212,41;0,1715
2520;599;-257,23;0,1714
2521;431;-263,15;0,1713
2522;453;-247,32;0,1711
2523;261;-210,75;0,1710
2524;245;-226,69;0,1709
2525;600;-133,10;0,1708
2526;346;-197,70;0,1707
2527;297;-219,06;0,1705
2528;90;-168,39;0,1704
2529;423;-242,07;0,1703
2530;253;-205,42;0,1702
2531;166;-216,10;0,1701
2532;179;-216,03;0,1699
2533;420;94,36;0,1698
2534;263;193,43;0,1697
2535;600;-98,15;0,1696
2536;600;-187,90;0,1695
2537;600;-126,90;0,1693
2538;195;193,41;0,1692
2539;197;-207,16;0,1691
2540;139;-222,88;0,1690
2541;218;181,18;0,1689
2542;176;-254,50;0,1688
2543;334;-250,43;0,1686
2544;204;-210,23;0,1685
2545;100;204,46;0,1684
2546;92;229,84;0,1683
2547;397;91,69;0,1682
2548;4;-202,43;0,1680
2549;366;78,40;0,1679
2550;600;-206,80;0,1678
2551;600;-162,65;0,1677
2552;600;-189,20;0,1676
2553;600;-376,60;0,1675
2554;213;154,18;0,1673
2555;541;26,50;0,1672
2556;296;101,85;0,1671
2557;195;207,16;0,1670
2558;600;-74,75;0,1669
2559;600;-72,80;0,1668
2560;600;-79,60;0,1666
2561;461;-295,40;0,1665
2562;600;-86,40;0,1664
2563;289;163,27;0,1663
2564;297;-324,66;0,1662
2565;600;-208,35;0,1661
2566;600;-191,25;0,1659
2567;186;-235,30;0,1658
2568;600;-155,65;0,1657
2569;600;-115,00;0,1656
2570;600;-72,55;0,1655
2571;139;-210,18;0,1654
2572;188;-210,67;0,1652
2573;600;-75,25;0,1651
2574;14;-203,93;0,1650
2575;600;-72,15;0,1649
2576;205;-291,34;0,1648
2577;48;-169,67;0,1647
2578;204;-205,78;0,1646
2579;310;163,16;0,1644
2580;469;170,97;0,1643
2581;4;-202,43;0,1642
2582;10;-202,79;0,1641
2583;2;199,94;0,1640
2584;600;-60,20;0,1639
2585;600;-62,30;0,1637
2586;600;-118,00;0,1636
2587;217;-226,66;0,1635
2588;94;-200,03;0,1634
2589;216;189,55;0,1633
2590;107;-209,96;0,1632
2591;600;-218,05;0,1631
2592;2;-200,06;0,1629
2593;432;145,24;0,1628
2594;600;-120,75;0,1627
2595;541;111,00;0,1626
2596;163;188,13;0,1625
2597;297;149,59;0,1624
2598;600;-175,90;0,1623
2599;600;-164,05;0,1622
2600;184;-216,73;0,1620
2601;114;229,62;0,1619
2602;314;-235,18;0,1618
2603;99;209,52;0,1617
2604;167;205,84;0,1616
2605;484;-260,73;0,1615
2606;600;-105,70;0,1614
2607;170;195,06;0,1612
2608;231;197,60;0,1611
2609;600;-85,10;0,1610
2610;424;-210,13;0,1609
2611;122;-200,41;0,1608
2612;600;-84,70;0,1607
2613;223;-203,32;0,1606
2614;531;-276,00;0,1605
2615;132;-213,31;0,1603
2616;600;-15,65;0,1602
2617;98;-208,82;0,1601
2618;161;-219,35;0,1600
2619;160;224,61;0,1599
2620;220;136,46;0,1598
2621;362;187,64;0,1597
2622;88;-184,57;0,1596
2623;600;-63,60;0,1594
2624;330;200,96;0,1593
2625;471;143,65;0,1592
2626;486;-230,85;0,1591
2627;553;154,68;0,1590
2628;393;197,08;0,1589
2629;203;-233,47;0,1588
2630;414;115,52;0,1587
2631;315;-257,99;0,1586
2632;149;179,77;0,1584
2633;485;-279,14;0,1583
2634;377;-269,61;0,1582
2635;497;126,39;0,1581
2636;288;-190,67;0,1580
2637;123;-198,12;0,1579
2638;319;161,82;0,1578
2639;197;-214,31;0,1577
2640;297;-222,36;0,1576
2641;155;-213,34;0,1575
2642;600;-106,35;0,1573
2643;600;-104,40;0,1572
2644;496;-246,35;0,1571
2645;130;193,56;0,1570
2646;328;-240,42;0,1569
2647;600;-97,70;0,1568
2648;457;171,89;0,1567
2649;175;-224,14;0,1566
2650;600;-71,70;0,1565
2651;479;-208,98;0,1564
2652;488;-251,27;0,1562
2653;263;214,63;0,1561
2654;600;-76,00;0,1560
2655;221;-201,80;0,1559
2656;100;232,41;0,1558
2657;156;219,25;0,1557
2658;253;191,48;0,1556
2659;258;-194,17;0,1555
2660;54;223,77;0,1554
2661;293;-223,17;0,1553
2662;169;-187,28;0,1552
2663;209;-180,18;0,1550
2664;40;-199,04;0,1549
2665;127;-165,71;0,1548
2666;496;-183,10;0,1547
2667;114;222,92;0,1546
2668;377;-261,71;0,1545
2669;291;238,75;0,1544
2670;390;202,61;0,1543
2671;126;259,35;0,1542
2672;177;-178,81;0,1541
2673;363;188,93;0,1540
2674;159;211,42;0,1539
2675;155;-209,99;0,1537
2676;184;-196,68;0,1536
2677;6;-202,55;0,1535
2678;196;199,95;0,1534
2679;138;251,38;0,1533
2680;409;-221,43;0,1532
2681;289;-214,68;0,1531
2682;600;-48,50;0,1530
2683;5;-202,94;0,1529
2684;2;199,94;0,1528
2685;110;201,06;0,1527
2686;295;221,76;0,1526
2687;187;231,64;0,1525
2688;600;-59,20;0,1524
2689;600;-95,45;0,1522
2690;513;151,08;0,1521
2691;600;-65,35;0,1520
2692;459;191,37;0,1519
2693;600;-105,05;0,1518
2694;169;224,17;0,1517
2695;444;145,12;0,1516
2696;320;-232,79;0,1515
2697;122;-204,51;0,1514
2698;217;-187,26;0,1513
2699;400;-230,24;0,1512
2700;452;-242,71;0,1511
2701;600;-75,35;0,1510
2702;600;-128,50;0,1509
2703;176;-215,25;0,1508
2704;111;-201,25;0,1507
2705;246;170,25;0,1506
2706;71;-200,45;0,1504
2707;241;-168,75;0,1503
2708;205;-230,49;0,1502
2709;384;-249,48;0,1501
2710;89;-212,73;0,1500
2711;401;-251,05;0,1499
2712;600;-44,55;0,1498
2713;600;-61,40;0,1497
2714;564;-273,18;0,1496
2715;215;-236,14;0,1495
2716;8;-202,67;0,1494
2717;600;-114,90;0,1493
2718;178;-212,72;0,1492
2719;600;-128,05;0,1491
2720;600;-171,00;0,1490
2721;600;-148,70;0,1489
2722;167;-222,11;0,1488
2723;600;-101,75;0,1487
2724;275;-214,79;0,1486
2725;544;-284,93;0,1485
2726;199;-213,23;0,1484
2727;362;166,54;0,1482
2728;327;187,69;0,1481
2729;281;202,65;0,1480
2730;126;-224,45;0,1479
2731;304;-255,68;0,1478
2732;215;-227,79;0,1477
2733;294;-263,33;0,1476
2734;600;-164,35;0,1475
2735;434;-277,93;0,1474
2736;600;-131,70;0,1473
2737;600;-175,50;0,1472
2738;7;-203,06;0,1471
2739;339;-256,03;0,1470
2740;324;-247,03;0,1469
2741;256;190,85;0,1468
2742;403;-249,07;0,1467
2743;600;-19,65;0,1466
2744;462;152,04;0,1465
2745;2;-200,51;0,1464
2746;438;-248,77;0,1463
2747;114;-212,03;0,1462
2748;209;-228,38;0,1461
2749;600;-107,10;0,1460
2750;600;-111,80;0,1459
2751;211;-240,95;0,1458
2752;600;-75,95;0,1457
2753;600;-73,95;0,1456
2754;38;-210,27;0,1455
2755;600;-100,35;0,1454
2756;600;-87,40;0,1453
2757;420;-225,99;0,1452
2758;600;-68,60;0,1451
2759;600;-36,35;0,1450
2760;600;-78,85;0,1449
2761;600;-42,65;0,1448
2762;600;-49,00;0,1447
2763;600;-61,50;0,1446
2764;600;-56,90;0,1445
2765;600;-75,35;0,1444
2766;272;-230,81;0,1443
2767;600;-70,60;0,1442
2768;600;-88,85;0,1441
2769;573;-275,32;0,1440
2770;509;-271,13;0,1439
2771;600;-87,75;0,1438
2772;159;-210,33;0,1437
2773;600;-98,55;0,1436
2774;402;-255,11;0,1434
2775;600;-113,30;0,1433
2776;600;-87,15;0,1432
2777;600;-106,45;0,1431
2778;600;-76,55;0,1430
2779;359;-253,08;0,1429
2780;600;-71,80;0,1428
2781;600;-82,05;0,1427
2782;600;-62,45;0,1426
2783;600;-92,75;0,1425
2784;600;-100,75;0,1424
2785;15;-205,44;0,1423
2786;383;-241,57;0,1422
2787;600;-61,65;0,1421
2788;174;-223,53;0,1421
2789;243;-226,42;0,1420
2790;225;-227,74;0,1419
2791;600;-136,30;0,1418
2792;537;-302,61;0,1417
2793;485;-267,39;0,1416
2794;600;-170,00;0,1415
2795;600;-75,45;0,1414
2796;600;-88,50;0,1413
2797;600;-80,90;0,1412
2798;298;-200,22;0,1411
2799;112;-192,26;0,1410
2800;397;-274,76;0,1409
2801;185;-207,29;0,1408
2802;600;-71,45;0,1407
2803;600;-118,15;0,1406
2804;600;-90,80;0,1405
2805;557;-261,11;0,1404
2806;600;-117,80;0,1403
2807;367;-264,06;0,1402
2808;11;-203,30;0,1401
2809;600;-129,15;0,1400
2810;600;-95,20;0,1399
2811;600;-94,80;0,1398
2812;600;-74,70;0,1397
2813;275;-243,19;0,1396
2814;600;-86,20;0,1395
2815;592;-274,26;0,1394
2816;600;-148,10;0,1393
2817;600;-94,10;0,1392
2818;600;-172,35;0,1391
2819;600;-136,85;0,1390
2820;600;-67,40;0,1389
2821;600;-69,30;0,1388
2822;508;-281,07;0,1387
2823;106;-211,65;0,1386
2824;600;-110,40;0,1385
2825;417;-242,86;0,1384
2826;141;-213,25;0,1383
2827;370;-256,79;0,1382
2828;375;-214,94;0,1381
2829;600;-75,20;0,1380
2830;266;-213,50;0,1379
2831;600;-70,80;0,1378
2832;334;-238,23;0,1377
2833;600;-69,10;0,1376
2834;237;-228,26;0,1375
2835;600;-46,45;0,1375
2836;600;-50,50;0,1374
2837;600;-59,30;0,1373
2838;600;-59,40;0,1372
2839;600;-73,20;0,1371
2840;600;-68,05;0,1370
2841;244;-230,03;0,1369
2842;600;-70,40;0,1368
2843;600;-84,35;0,1367
2844;2;-200,06;0,1366
2845;600;-90,80;0,1365
2846;600;-58,15;0,1364
2847;600;-86,45;0,1363
2848;600;-65,30;0,1362
2849;600;-75,80;0,1361
2850;505;-267,59;0,1360
2851;600;-72,85;0,1359
2852;600;-54,80;0,1358
2853;395;-236,44;0,1357
2854;515;-232,54;0,1356
2855;484;-241,18;0,1355
2856;189;202,32;0,1354
2857;600;-67,20;0,1353
2858;600;-49,90;0,1353
2859;21;-203,90;0,1352
2860;600;-81,10;0,1351
2861;375;-236,59;0,1350
2862;600;-84,30;0,1349
2863;600;-61,85;0,1348
2864;374;-241,38;0,1347
2865;4;-202,43;0,1346
2866;31;-204,50;0,1345
2867;114;-201,13;0,1344
2868;291;-195,15;0,1343
2869;59;-203,48;0,1342
2870;600;-66,30;0,1341
2871;111;-193,70;0,1340
2872;278;-215,47;0,1339
2873;127;-221,96;0,1338
2874;172;-219,16;0,1337
2875;288;-208,17;0,1337
2876;600;-80,10;0,1336
2877;118;-216,52;0,1335
2878;233;-214,22;0,1334
2879;572;-301,51;0,1333
2880;88;-203,52;0,1332
2881;306;-230,75;0,1331
2882;229;-218,28;0,1330
2883;359;-282,23;0,1329
2884;184;-188,98;0,1328
2885;600;-101,25;0,1327
2886;289;-236,48;0,1326
2887;451;-274,75;0,1325
2888;127;-236,16;0,1324
2889;18;-203,27;0,1324
2890;600;-205,95;0,1323
2891;600;-93,65;0,1322
2892;131;-203,90;0,1321
2893;133;-205,07;0,1320
2894;306;154,10;0,1319
2895;220;89,31;0,1318
2896;600;-323,80;0,1317
2897;56;-226,35;0,1316
2898;4;-202,43;0,1315
2899;233;-232,67;0,1314
2900;224;-196,38;0,1313
2901;58;215,78;0,1312
2902;587;104,59;0,1312
2903;589;-323,88;0,1311
2904;248;-250,92;0,1310
2905;359;-246,63;0,1309
2906;379;-215,48;0,1308
2907;282;-220,66;0,1307
2908;600;-48,95;0,1306
2909;93;-214,92;0,1305
2910;109;-214,18;0,1304
2911;82;-208,11;0,1303
2912;465;159,61;0,1302
2913;241;-224,70;0,1301
2914;161;-204,85;0,1301
2915;115;-210,39;0,1300
2916;336;-231,60;0,1299
2917;600;-192,05;0,1298
2918;495;-287,24;0,1297
2919;133;-208,67;0,1296
2920;110;-238,24;0,1295
2921;266;172,00;0,1294
2922;172;-217,86;0,1293
2923;418;-236,42;0,1292
2924;28;237,48;0,1291
2925;223;177,63;0,1291
2926;335;-239,44;0,1290
2927;600;-148,35;0,1289
2928;194;-222,33;0,1288
2929;367;-259,11;0,1287
2930;600;-111,25;0,1286
2931;4;-202,43;0,1285
2932;600;-72,20;0,1284
2933;388;-226,72;0,1283
2934;118;216,58;0,1282
2935;382;-291,06;0,1282
2936;135;-215,19;0,1281
2937;600;-121,45;0,1280
2938;8;-202,67;0,1279
2939;30;-205,79;0,1278
2940;600;-105,45;0,1277
2941;51;-214,70;0,1276
2942;4;-202,43;0,1275
2943;406;-341,40;0,1274
2944;264;174,17;0,1274
2945;139;184,42;0,1273
2946;383;178,13;0,1272
2947;88;-213,77;0,1271
2948;368;141,83;0,1270
2949;36;-190,35;0,1269
2950;254;-204,23;0,1268
