Episode;Outcome;DeathType;Phase;Steps;TotalReward;Epsilon;ExplorationRate;WallsInitial;WallsBroken;BombsDropped;SafetyDangerSteps
1763;DEATH;Suicide;3;5;-295,39;0,1716;0,20;15;1;1;2
1764;DEATH;KilledByTarget;3;13;-104,32;0,1714;0,38;11;1;2;2
1765;DEATH;Suicide;3;4;-302,38;0,1712;0,25;10;0;1;2
1766;DEATH;Suicide;3;4;-302,43;0,1710;0,50;14;0;2;2
1767;DEATH;Suicide;3;5;-295,49;0,1709;0,20;11;1;2;2
1768;DEATH;Suicide;3;5;-295,39;0,1707;0,20;17;1;1;2
1769;DEATH;Suicide;3;7;-292,66;0,1705;0,14;14;2;2;4
1770;DEATH;Suicide;3;4;-302,38;0,1704;0,25;13;0;2;2
1771;DEATH;Suicide;3;9;-298,33;0,1702;0,22;13;2;3;4
1772;DEATH;Suicide;3;4;-302,43;0,1700;0,25;7;0;1;2
1773;DEATH;Suicide;3;4;-302,38;0,1698;0,00;14;0;2;2
1774;DEATH;Suicide;3;4;-302,38;0,1697;0,50;16;0;1;2
1775;DEATH;Suicide;3;4;-302,43;0,1695;0,00;12;0;2;2
1776;DEATH;Suicide;3;24;-297,78;0,1693;0,21;13;5;3;4
1777;DEATH;Suicide;3;4;-302,38;0,1692;0,25;12;0;2;2
1778;DEATH;Suicide;3;4;-302,43;0,1690;0,25;11;0;2;2
1779;DEATH;Suicide;3;61;-339,80;0,1688;0,08;8;4;2;4
1780;DEATH;Suicide;3;11;-306,30;0,1687;0,18;16;1;3;4
1781;DEATH;Suicide;3;14;-299,88;0,1685;0,29;15;3;2;4
1782;DEATH;Suicide;3;9;-287,78;0,1683;0,44;11;4;2;4
1783;DEATH;Suicide;3;4;-302,38;0,1682;0,00;16;0;1;2
1784;DEATH;Suicide;3;4;-302,43;0,1680;0,00;9;0;2;2
1785;DEATH;Suicide;3;7;-297,76;0,1678;0,29;12;1;2;4
1786;DEATH;Suicide;3;5;-302,49;0,1677;0,60;12;0;2;2
1787;DEATH;Suicide;3;4;-302,38;0,1675;0,00;13;0;2;2
1788;DEATH;Suicide;3;4;-302,38;0,1673;0,00;11;0;2;2
1789;DEATH;Suicide;3;8;-297,82;0,1671;0,25;10;1;3;4
1790;DEATH;Suicide;3;4;-302,38;0,1670;0,25;11;0;1;2
1791;DEATH;Suicide;3;4;-302,43;0,1668;0,25;9;0;1;2
1792;DEATH;Suicide;3;4;-302,38;0,1666;0,50;10;0;2;2
1793;DEATH;Suicide;3;4;-302,43;0,1665;0,00;9;0;2;2
1794;DEATH;Suicide;3;5;-302,94;0,1663;0,60;8;0;2;2
1795;DEATH;Suicide;3;17;-299,21;0,1661;0,06;10;3;2;4
1796;DEATH;Suicide;3;4;-302,38;0,1660;0,25;10;0;1;2
1797;DEATH;Suicide;3;18;-301,17;0,1658;0,22;13;4;2;2
1798;DEATH;Suicide;3;4;-302,43;0,1657;0,25;9;0;2;2
1799;DEATH;Suicide;3;4;-302,38;0,1655;0,25;13;0;1;2
1800;DEATH;Suicide;3;4;-302,43;0,1653;0,50;11;0;1;2
1801;DEATH;Suicide;3;4;-302,38;0,1652;0,25;15;0;2;2
1802;DEATH;Suicide;3;4;-302,43;0,1650;0,00;12;0;1;2
1803;DEATH;Suicide;3;4;-302,38;0,1648;0,00;13;0;2;2
1804;DEATH;Suicide;3;4;-302,38;0,1647;0,00;13;0;1;2
1805;DEATH;Suicide;3;12;-298,01;0,1645;0,00;9;2;2;4
1806;DEATH;Suicide;3;4;-302,38;0,1643;0,25;13;0;2;2
1807;DEATH;Suicide;3;36;-335,55;0,1642;0,17;11;1;2;4
1808;DEATH;Suicide;3;4;-302,38;0,1640;0,00;15;0;2;2
1809;DEATH;Suicide;3;18;-299,52;0,1638;0,28;13;4;3;4
1810;DEATH;Suicide;3;14;-298,98;0,1637;0,07;10;1;2;4
1811;WIN;None;3;29;189,82;0,1635;0,17;9;4;2;4
1812;DEATH;Suicide;3;16;-307,90;0,1633;0,25;14;2;3;6
1813;DEATH;Suicide;3;4;-302,38;0,1632;0,25;11;0;1;2
1814;DEATH;Suicide;3;4;-302,38;0,1630;0,00;9;0;2;2
1815;DEATH;Suicide;3;4;-302,43;0,1629;0,00;9;0;1;2
1816;DEATH;Suicide;3;4;-302,33;0,1627;0,75;15;0;2;2
1817;DEATH;Suicide;3;12;-305,96;0,1625;0,25;9;0;2;4
1818;DEATH;Suicide;3;4;-302,38;0,1624;0,00;11;0;2;2
1819;DEATH;Suicide;3;4;-302,38;0,1622;0,25;16;0;1;2
1820;DEATH;Suicide;3;12;-294,41;0,1620;0,25;10;3;3;4
1821;DEATH;Suicide;3;4;-302,43;0,1619;0,00;11;0;2;2
1822;DEATH;Suicide;3;5;-302,89;0,1617;0,40;16;0;2;2
1823;DEATH;Suicide;3;4;-302,38;0,1616;0,25;9;0;1;2
1824;DEATH;Suicide;3;4;-302,38;0,1614;0,25;10;0;2;2
1825;DEATH;Suicide;3;4;-302,38;0,1612;0,25;17;0;1;2
1826;DEATH;Suicide;3;4;-302,43;0,1611;0,25;11;0;2;2
1827;DEATH;Suicide;3;9;-292,08;0,1609;0,22;11;3;1;2
1828;DEATH;Suicide;3;5;-295,44;0,1608;0,40;17;1;2;2
1829;DEATH;Suicide;3;22;-304,66;0,1606;0,18;10;3;3;4
1830;DEATH;Suicide;3;4;-302,38;0,1604;0,00;11;0;2;2
1831;DEATH;Suicide;3;4;-302,43;0,1603;0,00;7;0;2;2
1832;DEATH;Suicide;3;13;-293,97;0,1601;0,23;12;3;3;4
1833;DEATH;Suicide;3;4;-302,38;0,1600;0,25;10;0;2;2
1834;DEATH;Suicide;3;12;-295,61;0,1598;0,08;11;3;3;4
1835;DEATH;Suicide;3;4;-302,38;0,1596;0,00;9;0;1;2
1836;DEATH;Suicide;3;4;-302,38;0,1595;0,00;14;0;2;2
1837;DEATH;Suicide;3;4;-302,38;0,1593;0,25;17;0;1;2
1838;DEATH;Suicide;3;4;-302,43;0,1592;0,25;13;0;2;2
1839;DEATH;Suicide;3;4;-302,38;0,1590;0,00;17;0;2;2
1840;DEATH;Suicide;3;4;-302,38;0,1588;0,00;11;0;2;2
1841;DEATH;Suicide;3;10;-304,89;0,1587;0,30;12;1;2;4
1842;DEATH;Suicide;3;4;-302,38;0,1585;0,00;11;0;1;2
1843;DEATH;Suicide;3;4;-302,38;0,1584;0,25;15;0;2;2
1844;DEATH;Suicide;3;17;-297,86;0,1582;0,18;14;3;2;4
1845;DEATH;Suicide;3;9;-297,88;0,1580;0,33;11;1;3;4
1846;DEATH;Suicide;3;4;-302,38;0,1579;0,25;12;0;2;2
1847;DEATH;Suicide;3;4;-302,38;0,1577;0,25;11;0;1;2
1848;DEATH;Suicide;3;11;-306,35;0,1576;0,36;15;1;2;4
1849;DEATH;Suicide;3;4;-302,38;0,1574;0,50;13;0;1;2
1850;DEATH;Suicide;3;12;-299,41;0,1573;0,08;9;1;2;4
1851;DEATH;Suicide;3;7;-292,76;0,1571;0,00;12;2;2;4
1852;DEATH;Suicide;3;4;-302,38;0,1569;0,00;16;0;1;2
1853;DEATH;Suicide;3;4;-302,38;0,1568;0,00;14;0;2;2
1854;DEATH;Suicide;3;4;-302,38;0,1566;0,25;12;0;2;2
1855;DEATH;Suicide;3;4;-302,38;0,1565;0,00;15;0;2;2
1856;DEATH;Suicide;3;4;-302,38;0,1563;0,00;13;0;1;2
1857;DEATH;Suicide;3;5;-302,44;0,1562;0,40;12;0;1;2
1858;DEATH;Suicide;3;4;-302,38;0,1560;0,25;12;0;1;2
1859;DEATH;Suicide;3;7;-297,71;0,1558;0,00;13;1;2;4
1860;DEATH;Suicide;3;4;-302,43;0,1557;0,00;14;0;2;2
1861;DEATH;Suicide;3;4;-302,43;0,1555;0,00;8;0;2;2
1862;DEATH;Suicide;3;6;-295,50;0,1554;0,17;11;1;1;2
1863;DEATH;Suicide;3;5;-302,39;0,1552;0,20;13;0;1;2
1864;DEATH;Suicide;3;21;-306,50;0,1551;0,10;11;3;3;4
1865;DEATH;Suicide;3;10;-300,09;0,1549;0,20;7;1;4;6
1866;DEATH;Suicide;3;4;-302,38;0,1548;0,25;14;0;2;2
1867;DEATH;Suicide;3;4;-302,38;0,1546;0,00;12;0;2;2
1868;DEATH;Suicide;3;4;-302,43;0,1544;0,00;9;0;2;2
1869;DEATH;Suicide;3;4;-302,43;0,1543;0,25;13;0;2;2
1870;DEATH;Suicide;3;5;-302,94;0,1541;0,20;9;0;2;2
1871;DEATH;Suicide;3;44;-297,78;0,1540;0,14;13;8;3;6
1872;DEATH;Suicide;3;15;-290,44;0,1538;0,07;10;5;5;8
1873;DEATH;Suicide;3;8;-297,72;0,1537;0,00;12;1;3;4
1874;DEATH;Suicide;3;4;-302,38;0,1535;0,25;13;0;2;2
1875;DEATH;Suicide;3;4;-302,38;0,1534;0,00;9;0;2;2
1876;DEATH;Suicide;3;4;-302,43;0,1532;0,00;12;0;2;2
1877;DEATH;Suicide;3;18;-308,22;0,1531;0,22;14;1;2;4
1878;DEATH;Suicide;3;11;-299,25;0,1529;0,18;10;2;2;4
1879;DEATH;Suicide;3;4;-302,43;0,1528;0,00;12;0;2;2
1880;DEATH;Suicide;3;4;-302,38;0,1526;0,25;15;0;1;2
1881;DEATH;Suicide;3;4;-302,38;0,1525;0,25;13;0;1;2
1882;DEATH;Suicide;3;13;-301,37;0,1523;0,15;9;2;3;4
1883;DEATH;Suicide;3;4;-302,38;0,1521;0,25;13;0;2;2
1884;DEATH;Suicide;3;8;-297,77;0,1520;0,13;8;1;3;4
1885;DEATH;Suicide;3;4;-302,38;0,1518;0,00;12;0;2;2
1886;DEATH;Suicide;3;7;-303,01;0,1517;0,43;13;0;1;2
1887;DEATH;Suicide;3;4;-302,38;0,1515;0,00;15;0;2;2
1888;DEATH;Suicide;3;5;-295,39;0,1514;0,20;12;1;2;2
1889;DEATH;Suicide;3;4;-302,43;0,1512;0,00;11;0;1;2
1890;DEATH;Suicide;3;4;-302,38;0,1511;0,25;17;0;2;2
1891;DEATH;Suicide;3;14;-292,98;0,1509;0,14;16;4;2;4
1892;DEATH;Suicide;3;48;-328,37;0,1508;0,10;13;6;2;4
1893;DEATH;Suicide;3;4;-302,43;0,1506;0,00;7;0;2;2
1894;DEATH;Suicide;3;4;-302,38;0,1505;0,25;11;0;1;2
1895;DEATH;Suicide;3;9;-298,23;0,1503;0,00;12;2;2;4
1896;DEATH;Suicide;3;4;-302,38;0,1502;0,25;12;0;1;2
1897;DEATH;Suicide;3;4;-302,38;0,1500;0,25;9;0;1;2
1898;DEATH;Suicide;3;4;-302,38;0,1499;0,00;13;0;1;2
1899;DEATH;Suicide;3;33;-318,97;0,1497;0,09;12;5;3;4
1900;DEATH;Suicide;3;4;-302,38;0,1496;0,25;11;0;2;2
1901;DEATH;Suicide;3;4;-302,38;0,1494;0,00;14;0;2;2
1902;DEATH;Suicide;3;14;-299,88;0,1493;0,14;13;3;3;4
1903;DEATH;Suicide;3;4;-302,43;0,1491;0,00;11;0;2;2
1904;DEATH;Suicide;3;4;-302,38;0,1490;0,00;15;0;1;2
1905;DEATH;Suicide;3;7;-303,01;0,1488;0,29;12;0;1;2
1906;DEATH;Suicide;3;4;-302,43;0,1487;0,00;9;0;2;2
1907;DEATH;Suicide;3;4;-302,38;0,1485;0,00;13;0;1;2
1908;DEATH;Suicide;3;4;-302,43;0,1484;0,25;11;0;1;2
1909;DEATH;Suicide;3;24;-299,23;0,1482;0,17;11;2;3;4
1910;DEATH;Suicide;3;4;-302,38;0,1481;0,00;14;0;2;2
1911;DEATH;Suicide;3;4;-302,43;0,1479;0,25;11;0;2;2
1912;DEATH;Suicide;3;5;-295,44;0,1478;0,40;13;1;1;2
1913;DEATH;Suicide;3;15;-299,99;0,1476;0,27;13;2;3;4
1914;DEATH;Suicide;3;4;-302,38;0,1475;0,00;9;0;2;2
1915;DEATH;Suicide;3;4;-302,38;0,1474;0,25;8;0;1;2
1916;DEATH;Suicide;3;4;-302,43;0,1472;0,25;11;0;1;2
1917;DEATH;Suicide;3;4;-302,38;0,1471;0,25;12;0;2;2
1918;DEATH;Suicide;3;4;-302,38;0,1469;0,00;16;0;2;2
1919;DEATH;Suicide;3;4;-302,43;0,1468;0,25;11;0;1;2
1920;DEATH;Suicide;3;12;-300,66;0,1466;0,17;11;3;4;6
1921;DEATH;Suicide;3;12;-294,36;0,1465;0,33;9;2;2;4
1922;DEATH;Suicide;3;4;-302,38;0,1463;0,00;15;0;2;2
1923;DEATH;Suicide;3;7;-304,71;0,1462;0,00;10;0;2;4
1924;DEATH;Suicide;3;7;-297,71;0,1460;0,00;9;1;2;4
1925;DEATH;Suicide;3;4;-302,38;0,1459;0,00;11;0;2;2
1926;DEATH;Suicide;3;40;-336,59;0,1457;0,10;11;7;3;4
1927;DEATH;Suicide;3;4;-302,38;0,1456;0,50;12;0;1;2
1928;DEATH;Suicide;3;4;-302,38;0,1454;0,00;11;0;2;2
1929;DEATH;Suicide;3;4;-302,38;0,1453;0,50;12;0;1;2
1930;DEATH;Suicide;3;4;-302,43;0,1452;0,00;12;0;2;2
1931;DEATH;Suicide;3;14;-301,08;0,1450;0,21;14;3;2;4
1932;DEATH;Suicide;3;4;-302,43;0,1449;0,00;11;0;2;2
1933;DEATH;Suicide;3;40;-274,54;0,1447;0,18;10;6;5;10
1934;DEATH;Suicide;3;4;-302,38;0,1446;0,00;14;0;2;2
1935;DEATH;Suicide;3;5;-295,49;0,1444;0,40;13;1;2;2
1936;DEATH;Suicide;3;4;-302,38;0,1443;0,00;11;0;2;2
1937;DEATH;Suicide;3;4;-302,43;0,1441;0,00;4;0;2;2
1938;DEATH;Suicide;3;14;-288,53;0,1440;0,29;12;5;2;4
1939;DEATH;Suicide;3;9;-292,78;0,1439;0,22;12;2;2;4
1940;DEATH;Suicide;3;7;-292,76;0,1437;0,14;13;2;2;4
1941;DEATH;Suicide;3;4;-302,38;0,1436;0,00;10;0;2;2
1942;DEATH;Suicide;3;4;-302,38;0,1434;0,25;12;0;1;2
1943;DEATH;Suicide;3;4;-302,43;0,1433;0,25;14;0;2;2
1944;DEATH;Suicide;3;4;-302,43;0,1431;0,00;12;0;2;2
1945;DEATH;Suicide;3;63;-366,97;0,1430;0,10;12;4;3;4
1946;DEATH;Suicide;3;4;-302,38;0,1429;0,00;11;0;1;2
1947;DEATH;Suicide;3;30;-313,69;0,1427;0,10;8;2;3;6
1948;DEATH;Suicide;3;17;-300,56;0,1426;0,00;15;2;2;4
1949;DEATH;Suicide;3;29;-308,98;0,1424;0,24;13;4;3;6
1950;DEATH;Suicide;3;4;-302,38;0,1423;0,50;13;0;1;2
1951;DEATH;Suicide;3;4;-302,38;0,1421;0,25;13;0;2;2
1952;DEATH;Suicide;3;18;-301,32;0,1420;0,28;14;2;3;4
1953;DEATH;Suicide;3;5;-302,44;0,1419;0,60;12;0;2;2
1954;DEATH;Suicide;3;4;-302,38;0,1417;0,00;12;0;2;2
1955;DEATH;Suicide;3;4;-302,43;0,1416;0,00;11;0;2;2
1956;DEATH;Suicide;3;4;-302,38;0,1414;0,00;11;0;2;2
1957;DEATH;Suicide;3;4;-302,38;0,1413;0,00;10;0;1;2
1958;DEATH;Suicide;3;34;-316,48;0,1411;0,15;12;2;2;4
1959;DEATH;Suicide;3;4;-302,43;0,1410;0,00;8;0;1;2
1960;DEATH;Suicide;3;5;-295,49;0,1409;0,40;17;1;1;2
1961;DEATH;Suicide;3;5;-302,89;0,1407;0,40;7;0;2;2
1962;DEATH;Suicide;3;11;-299,25;0,1406;0,09;11;2;2;4
1963;DEATH;Suicide;3;4;-302,43;0,1404;0,25;10;0;2;2
1964;DEATH;Suicide;3;4;-302,38;0,1403;0,00;13;0;2;2
1965;DEATH;Suicide;3;9;-293,68;0,1402;0,22;18;3;3;4
1966;DEATH;Suicide;3;4;-302,38;0,1400;0,00;10;0;2;2
1967;DEATH;Suicide;3;5;-302,89;0,1399;0,40;10;0;2;2
1968;DEATH;Suicide;3;4;-302,38;0,1397;0,00;11;0;2;2
1969;DEATH;Suicide;3;4;-302,38;0,1396;0,25;10;0;2;2
1970;DEATH;Suicide;3;13;-295,02;0,1395;0,23;9;3;1;2
1971;DEATH;Suicide;3;10;-305,79;0,1393;0,10;13;0;3;4
1972;DEATH;Suicide;3;4;-302,38;0,1392;0,25;13;0;1;2
1973;DEATH;Suicide;3;5;-295,39;0,1390;0,20;17;1;1;2
1974;DEATH;Suicide;3;4;-302,38;0,1389;0,00;15;0;1;2
1975;DEATH;Suicide;3;8;-297,72;0,1388;0,13;15;1;2;4
1976;DEATH;Suicide;3;10;-298,79;0,1386;0,20;11;2;3;4
1977;DEATH;Suicide;3;14;-302,08;0,1385;0,14;15;1;1;2
1978;DEATH;Suicide;3;7;-292,66;0,1384;0,14;18;2;2;4
1979;DEATH;Suicide;3;4;-302,38;0,1382;0,00;12;0;2;2
1980;DEATH;Suicide;3;9;-304,48;0,1381;0,33;13;1;2;2
1981;DEATH;Suicide;3;4;-302,43;0,1379;0,50;8;0;2;2
1982;DEATH;Suicide;3;6;-295,90;0,1378;0,33;12;1;2;2
1983;DEATH;Suicide;3;4;-302,38;0,1377;0,00;8;0;1;2
1984;DEATH;Suicide;3;4;-302,38;0,1375;0,25;10;0;2;2
1985;DEATH;Suicide;3;12;-294,01;0,1374;0,00;11;3;4;6
1986;DEATH;Suicide;3;4;-302,43;0,1372;0,00;7;0;2;2
1987;DEATH;Suicide;3;7;-297,76;0,1371;0,14;11;1;3;4
1988;DEATH;Suicide;3;4;-302,38;0,1370;0,25;14;0;2;2
1989;DEATH;Suicide;3;4;-302,38;0,1368;0,00;16;0;1;2
1990;DEATH;Suicide;3;4;-302,38;0,1367;0,00;13;0;1;2
1991;DEATH;Suicide;3;9;-305,73;0,1366;0,22;18;1;2;4
1992;DEATH;Suicide;3;4;-302,43;0,1364;0,25;12;0;1;2
1993;DEATH;Suicide;3;4;-302,38;0,1363;0,00;9;0;1;2
1994;DEATH;Suicide;3;4;-302,43;0,1362;0,00;6;0;2;2
1995;DEATH;Suicide;3;5;-302,89;0,1360;0,20;11;0;2;2
1996;DEATH;Suicide;3;4;-302,38;0,1359;0,00;12;0;1;2
1997;DEATH;Suicide;3;9;-293,68;0,1357;0,11;7;3;2;4
1998;DEATH;Suicide;3;4;-302,38;0,1356;0,25;8;0;2;2
1999;DEATH;Suicide;3;4;-302,43;0,1355;0,25;14;0;2;2
2000;DEATH;Suicide;3;4;-302,38;0,1353;0,00;13;0;1;2
2001;DEATH;Suicide;3;4;-302,38;0,1352;0,25;7;0;2;2
2002;DEATH;Suicide;3;4;-302,38;0,1351;0,25;8;0;2;2
2003;DEATH;Suicide;3;4;-302,38;0,1349;0,25;12;0;1;2
2004;DEATH;Suicide;3;9;-298,23;0,1348;0,22;11;2;2;4
2005;DEATH;Suicide;3;4;-302,38;0,1347;0,50;15;0;1;2
2006;DEATH;Suicide;3;4;-302,38;0,1345;0,00;12;0;1;2
2007;DEATH;Suicide;3;4;-302,38;0,1344;0,00;11;0;2;2
2008;DEATH;Suicide;3;9;-293,68;0,1343;0,11;17;3;2;4
2009;DEATH;Suicide;3;10;-297,04;0,1341;0,20;13;3;2;2
2010;DEATH;Suicide;3;4;-302,38;0,1340;0,25;11;0;2;2
2011;DEATH;Suicide;3;4;-302,38;0,1339;0,25;10;0;1;2
2012;DEATH;Suicide;3;7;-297,71;0,1337;0,14;10;1;2;4
2013;DEATH;Suicide;3;4;-302,43;0,1336;0,00;10;0;2;2
2014;DEATH;Suicide;3;4;-302,38;0,1335;0,00;9;0;1;2
2015;DEATH;Suicide;3;4;-302,38;0,1333;0,25;11;0;1;2
2016;DEATH;Suicide;3;4;-302,38;0,1332;0,00;11;0;1;2
2017;DEATH;Suicide;3;4;-302,38;0,1331;0,25;11;0;1;2
2018;DEATH;Suicide;3;20;-301,54;0,1329;0,30;11;2;2;4
2019;DEATH;Suicide;3;14;-299,08;0,1328;0,07;9;1;2;4
2020;DEATH;Suicide;3;4;-302,38;0,1327;0,00;11;0;2;2
2021;DEATH;Suicide;3;8;-298,22;0,1325;0,25;15;1;2;4
2022;DEATH;Suicide;3;8;-297,72;0,1324;0,25;8;1;3;4
2023;DEATH;Suicide;3;4;-302,38;0,1323;0,00;10;0;2;2
2024;DEATH;Suicide;3;4;-302,38;0,1321;0,25;11;0;2;2
2025;DEATH;Suicide;3;57;-407,01;0,1320;0,07;10;4;2;4
2026;DEATH;Suicide;3;4;-302,38;0,1319;0,00;9;0;2;2
2027;DEATH;Suicide;3;4;-302,38;0,1317;0,00;16;0;1;2
2028;DEATH;Suicide;3;4;-302,38;0,1316;0,25;8;0;1;2
2029;DEATH;Suicide;3;4;-302,38;0,1315;0,00;15;0;1;2
2030;DEATH;Suicide;3;4;-302,38;0,1313;0,00;13;0;1;2
2031;DEATH;Suicide;3;4;-302,38;0,1312;0,00;12;0;1;2
2032;DEATH;Suicide;3;4;-302,38;0,1311;0,00;11;0;1;2
2033;DEATH;Suicide;3;9;-293,78;0,1309;0,11;14;3;2;4
2034;DEATH;Suicide;3;19;-304,58;0,1308;0,32;15;3;4;8
2035;DEATH;Suicide;3;4;-302,38;0,1307;0,00;12;0;1;2
2036;DEATH;Suicide;3;4;-302,43;0,1306;0,00;12;0;1;2
2037;DEATH;Suicide;3;4;-302,43;0,1304;0,25;9;0;2;2
2038;DEATH;Suicide;3;4;-302,38;0,1303;0,00;13;0;1;2
2039;DEATH;Suicide;3;4;-302,38;0,1302;0,00;10;0;2;2
2040;DEATH;Suicide;3;5;-302,89;0,1300;0,20;8;0;1;2
2041;DEATH;Suicide;3;4;-302,38;0,1299;0,00;13;0;1;2
2042;DEATH;Suicide;3;4;-302,43;0,1298;0,25;8;0;2;2
2043;DEATH;Suicide;3;7;-297,71;0,1296;0,14;13;1;2;4
2044;DEATH;Suicide;3;4;-302,38;0,1295;0,00;10;0;2;2
2045;DEATH;Suicide;3;9;-298,33;0,1294;0,22;12;1;3;4
2046;DEATH;Suicide;3;42;-321,16;0,1293;0,14;12;6;2;4
2047;DEATH;Suicide;3;4;-302,43;0,1291;0,00;8;0;2;2
2048;DEATH;Suicide;3;6;-302,50;0,1290;0,33;10;0;2;2
2049;DEATH;Suicide;3;13;-300,57;0,1289;0,23;11;2;2;4
2050;DEATH;Suicide;3;10;-298,74;0,1287;0,10;7;1;2;4
2051;DEATH;Suicide;3;30;-323,39;0,1286;0,10;14;3;2;4
2052;DEATH;Suicide;3;16;-297,05;0,1285;0,31;14;3;3;4
2053;DEATH;Suicide;3;9;-298,33;0,1283;0,11;10;1;3;4
2054;DEATH;Suicide;3;4;-302,38;0,1282;0,00;14;0;1;2
2055;DEATH;Suicide;3;4;-302,38;0,1281;0,00;15;0;1;2
2056;DEATH;Suicide;3;4;-302,38;0,1280;0,00;17;0;2;2
2057;DEATH;Suicide;3;10;-297,89;0,1278;0,20;9;3;2;4
2058;DEATH;Suicide;3;4;-302,43;0,1277;0,00;6;0;2;2
2059;DEATH;Suicide;3;15;-299,59;0,1276;0,27;9;2;3;4
2060;DEATH;Suicide;3;4;-302,43;0,1275;0,25;6;0;2;2
2061;DEATH;Suicide;3;4;-302,38;0,1273;0,25;13;0;1;2
2062;DEATH;Suicide;3;4;-302,38;0,1272;0,25;11;0;1;2
2063;DEATH;Suicide;3;4;-302,38;0,1271;0,00;12;0;1;2
2064;DEATH;Suicide;3;4;-302,43;0,1269;0,00;14;0;2;2
2065;DEATH;Suicide;3;4;-302,43;0,1268;0,00;8;0;2;2
2066;DEATH;Suicide;3;13;-308,12;0,1267;0,08;10;1;3;6
2067;DEATH;Suicide;3;4;-302,43;0,1266;0,00;14;0;1;2
2068;DEATH;Suicide;3;4;-302,38;0,1264;0,00;16;0;2;2
2069;DEATH;Suicide;3;16;-305,95;0,1263;0,13;10;1;3;6
2070;DEATH;Suicide;3;4;-302,38;0,1262;0,00;12;0;1;2
2071;DEATH;Suicide;3;35;-314,44;0,1261;0,23;10;4;2;4
2072;DEATH;Suicide;3;4;-302,38;0,1259;0,25;12;0;2;2
2073;DEATH;Suicide;3;13;-300,17;0,1258;0,15;9;1;3;6
2074;DEATH;Suicide;3;4;-302,38;0,1257;0,00;9;0;2;2
2075;DEATH;Suicide;3;17;-298,81;0,1256;0,18;14;1;2;4
2076;DEATH;Suicide;3;4;-302,38;0,1254;0,00;12;0;1;2
2077;DEATH;Suicide;3;4;-302,38;0,1253;0,25;9;0;2;2
2078;DEATH;Suicide;3;8;-297,72;0,1252;0,00;13;1;3;4
2079;DEATH;Suicide;3;4;-302,38;0,1251;0,00;9;0;1;2
2080;DEATH;Suicide;3;7;-292,76;0,1249;0,00;15;2;2;4
2081;DEATH;Suicide;3;4;-302,43;0,1248;0,25;11;0;2;2
2082;DEATH;Suicide;3;5;-302,44;0,1247;0,40;12;0;2;2
2083;DEATH;Suicide;3;4;-302,38;0,1246;0,25;13;0;1;2
2084;DEATH;Suicide;3;4;-302,38;0,1244;0,00;12;0;1;2
2085;DEATH;Suicide;3;10;-298,39;0,1243;0,20;11;1;2;4
2086;DEATH;Suicide;3;7;-292,76;0,1242;0,29;15;2;3;4
2087;DEATH;Suicide;3;10;-292,99;0,1241;0,20;12;2;3;6
2088;DEATH;Suicide;3;4;-302,38;0,1239;0,25;11;0;2;2
2089;DEATH;Suicide;3;4;-302,38;0,1238;0,00;11;0;2;2
2090;DEATH;Suicide;3;4;-302,38;0,1237;0,25;13;0;2;2
2091;DEATH;Suicide;3;4;-302,38;0,1236;0,00;9;0;2;2
2092;DEATH;Suicide;3;4;-302,38;0,1234;0,25;10;0;2;2
2093;DEATH;Suicide;3;4;-302,38;0,1233;0,00;13;0;1;2
2094;DEATH;Suicide;3;4;-302,43;0,1232;0,00;13;0;2;2
2095;DEATH;Suicide;3;4;-302,43;0,1231;0,00;10;0;2;2
2096;DEATH;Suicide;3;10;-294,99;0,1229;0,10;11;2;3;6
2097;DEATH;Suicide;3;4;-302,38;0,1228;0,25;12;0;1;2
2098;DEATH;Suicide;3;4;-302,43;0,1227;0,00;12;0;2;2
2099;DEATH;Suicide;3;11;-305,40;0,1226;0,09;11;1;3;4
2100;DEATH;Suicide;3;8;-293,27;0,1225;0,13;11;2;2;4
2101;DEATH;Suicide;3;5;-302,44;0,1223;0,20;10;0;1;2
2102;DEATH;Suicide;3;7;-297,71;0,1222;0,43;12;1;2;4
2103;DEATH;Suicide;3;10;-297,84;0,1221;0,40;12;1;2;4
2104;DEATH;Suicide;3;4;-302,38;0,1220;0,25;12;0;1;2
2105;DEATH;Suicide;3;17;-304,41;0,1218;0,06;13;3;2;4
2106;DEATH;Suicide;3;31;-328,10;0,1217;0,10;13;5;3;4
2107;DEATH;Suicide;3;12;-283,21;0,1216;0,00;12;5;3;6
2108;DEATH;Suicide;3;4;-302,43;0,1215;0,00;7;0;2;2
2109;DEATH;Suicide;3;40;-321,64;0,1214;0,13;13;5;2;4
2110;DEATH;Suicide;3;4;-302,38;0,1212;0,25;15;0;2;2
2111;DEATH;Suicide;3;4;-302,43;0,1211;0,00;8;0;2;2
2112;DEATH;KilledByTarget;3;57;-105,91;0,1210;0,04;10;5;2;7
2113;DEATH;Suicide;3;4;-302,38;0,1209;0,00;14;0;2;2
2114;DEATH;Suicide;3;4;-302,38;0,1208;0,25;16;0;2;2
2115;DEATH;Suicide;3;4;-302,38;0,1206;0,50;14;0;1;2
2116;DEATH;Suicide;3;4;-302,38;0,1205;0,25;8;0;2;2
2117;DEATH;Suicide;3;4;-302,43;0,1204;0,25;13;0;2;2
2118;DEATH;Suicide;3;4;-302,38;0,1203;0,00;9;0;2;2
2119;DEATH;Suicide;3;4;-302,43;0,1201;0,50;9;0;2;2
